id,slug,language,languages,req_id,title,description,street_address,city,state,country,country_code,postal_code,location_type,latitude,longitude,tags,tags1,tags2,tags5,tags6,tags8,brand,department,recruiter_id,promotion_value,salary_frequency,salary_value,salary_min_value,salary_max_value,salary_currency,employment_type,work_hours,benefits,hiring_organization,source,posted_date,posting_expiry_date,apply_url,internal,searchable,applyable,li_easy_applyable,ats_code,update_date,create_date,category,location_name,full_location,short_location
26,RC697191,en-us,['en-us'],RC697191,Warehouse Material Handler,"Shift: Sunday - Thursday 05:00pm - 11:00pm Guaranteed Hours Job Duties Provides safe and efficient operation of equipment used for the movement of packages/documents/heavyweight, dangerous goods and ULDs. Assists in the buildup/breakdown of pallets containing heavyweight freight. Serves as liaison between company and ULD repair vendor, as required. Performs other duties as assigned. Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs. without assistance from the ground to chest level and to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to walk and stand for designated work hours. Able to bend and squat for designated work hours. Able to maneuver packages above shoulder level. Ability to maneuver packages in enclosed spaces and stack packages above one’s head if required at location. Able to work in all weather conditions if required at work location. Able to climb stairs and ladders if required at work location. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Medical exam required. Ability to work in a constant state of alertness and in a safe manner. Since operating motorized conveyances is required in this job, employee must possess a valid driver's license. Shift - Sunday - Thursday 05:00pm - 11:00pm FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",7066 Cargo Road,Columbus,Ohio,United States,US,43217,LAT_LNG,39.8232964,-82.9257851,,['0'],['R0049'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Handler/Dockworker,183561,1,,0,0,0,,PART_TIME,,,,wd_express_non_driver,2024-02-02,2024-02-10,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSALCKRT432177066-Cargo-Road/Warehouse-Material-Handler_RC697191/apply,False,True,True,False,fedex-prod-workday,,2024-02-02,[' Operations'],,"Columbus, Ohio","Columbus, Ohio"
27,RC696320,en-us,['en-us'],RC696320,Sr Global Vehicle Technician/DOT (Mechanic),"Provides timely, quality maintenance for FedEx vehicle fleet and ground support equipment which requires preventative maintenance, troubleshooting, repairs, modifications, and documentation. Document work with appropriate repair orders and parts ordering using FedEx computer systems. Ensures work is in accordance with OSHA and DOT standards. Guides and supports a staff of technicians and trainees. Performs other duties as assigned. Minimum Education High school diploma/GED. Vocational training from an accredited automotive-related vocational school preferred. ASE Master certification preferred. Minimum Experience Four (4) years fleet, automotive or truck vehicle advanced technical repair and maintenance experience. Knowledge, Skills, and Abilities Knowledge of the use and operation of all equipment and testing equipment, gauges and tools normally associated with the troubleshooting and repair of hydraulic, gasoline, diesel, electric, and/or hybrid motorized equipment. Proficient skills in operating a personal computer. Demonstration of teamwork and interpersonal skills. Job Conditions Possession of basic set of automotive hand tools including metric sizes. Must be able to lift 50 pounds and maneuver any weight above 50 pounds with assistance on a regular basis. Ability to work without supervision for extended time periods. Must be able to work in noisy, non air-conditioned/heated work area. Ability to work in a constant state of alertness and in a safe manner. Must be willing to work any shift. Must possess a valid driver's license in state of residence. Must meet qualifications as outlined in section 391 of the federal motor carrier safety regulations. Medical exam required. Non-Covered Safety Sensitive position. Additional Information Colorado, Nevada, New York, Connecticut, California, Rhode Island, Washington, Hawaii, Illinois or New Jersey Residents Only - Compensation: Hourly: $31.24 - $41.11The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado and/or Nevada and/or New York and/or California and/or Connecticut and/or Rhode Island and/or Washington and/or Hawaii and/o Illinois and/or New Jersey. Factors that may be used to determine your actual salary may include your specific skills, your work location, how many years of experience you have, and comparison to other employees already in this role. This information is provided to applicants in accordance to the Colorado Equal Pay for Equal Work Act, the Nevada Pay Transparency Law, the New York City Pay Transparency Law, Washington Equal Pay and Opportunity Act, Connecticut Pay Transparency Law, the California Equal Pay Act, the Rhode Island Pay Equity Act., Hawaii Pay Transparency Law, Illinois Pay Transparency Law and New Jersey Pay Transparency Law. To be eligible for consideration, you must APPLY and UPLOAD your resume. Pay range: 31.24 - 41.11 FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",17170 Westview Drive,South Holland,Illinois,United States,US,60473,LAT_LNG,41.5842791,-87.6294688,['Internal and External'],['1'],['M0408'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Vehicle Maintenance,821264,0,HOURLY,0,31,41,,FULL_TIME,,,,wd_express_driver,2024-02-02,2024-02-10,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAJOTA6047317170-Westview-Drive/Sr-Global-Vehicle-Technician-DOT--Mechanic-_RC696320/apply,False,True,True,True,fedex-prod-workday,2024-02-02,2024-02-02,[' Operations'],,"South Holland, Illinois","South Holland, Illinois"
58,P25-6534-89,en-us,['en-us'],P25-6534-89,Package Handler - Part & Full Time (Warehouse like),"IMMEDIATE OPENINGS! Come for a job and stay for a career! FedEx Ground is part of the rapidly growing warehouse and transportation sector that helps keep America, and our economy, moving. Be part of a winning team and workplace community that cares about who you are as an individual, and your safety in the workplace. Perks and Benefits at FedEx Ground Competitive wages beginning at $16.20 per hour paid weekly for both full and part time opportunities $5,250 tuition reimbursement every year with no lifetime cap! All employees are eligible for this awesome benefit on their first day of employment! Generous paid time off program – work your way up to 5 weeks of PTO a year! Medical, dental and vision benefits after a short waiting period. Flexible scheduling that helps balance your work and personal life. Valuable employee discounts on things like cell phone plans, electronics, cars and restaurants. Free Purple Pathways career development program for all FedEx Ground employees. Paid parental leave for both moms and dads! Employee networks, and diversity, equity and inclusion programs available for all employees. What you can expect at FedEx Ground: Fast paced and physical warehouse work – why pay for a gym membership when you can get paid while working out? Warehouse duties include loading, unloading, and sorting of packages of various sizes. Part time FedEx Ground employees work one shift a day; full time FedEx Ground employees work two shifts. Shift lengths vary based on package volume – generally part time employees work between 3 and 6 hours a day. Full time employees can expect to work between 6 and 10 hours. Overtime paid after 40 hours a week. EEO Statement FedEx Ground is an equal opportunity / affirmative action employer (Minorities/Females/Disability/Veterans) committed to a diverse workforce. Reasonable accommodations are available for qualified individuals with disabilities. AM PAY RATE $16.70/HOUR. SHIFT RUNS APPROXIMATELY FROM 3AM-9AM. Address: 1950 102nd Ave N City: St Petersburg State: FL Zip Code: 33716 Location: FXG-US/USA/P337/St. Petersburg Colocation Req ID: P25-6534-89",1950 102nd Ave N,St Petersburg,FL,US,US,33716,LAT_LNG,27.8624121,-82.6613405,['groundwarehousejobs'],,,,,,FedEx Ground,,,0,,,,,,,,,,PARADOX OLIVIA,,,https://fedex.paradox.ai/co/FedExGround/Job?job_id=P25-6534-89,False,True,True,False,fedexparadox-prod-feed,,2024-02-01,[' Package Handler'],FXG-US/USA/P337/St. Petersburg Colocation,"St Petersburg, FL","St Petersburg, FL"
28,RC697562,en-us,['en-us'],RC697562,Delivery Driver /DOT,"Shift: Tuesday-Saturday 7am-11am Approx. Guaranteed Hours Job Duties Driver / operator of company vehicles. Provides courteous and efficient delivery and pick-up of packages. Checks shipments for conformance to FedEx features of service and provides related customer service functions. Performs other duties as assigned. Minimum Education High school diploma/GED. Must be licensed for type of vehicle assigned. Knowledge, Skills and Abilities Ability to lift 50 lbs. Ability to maneuver packages of any weight above 50 lbs. with appropriate equipment and/or assistance from another person. Good human relations and verbal communication skills. Neat appearance since customer contact is required. Must meet qualifications as outlined in section 391 of the Federal Motor Carrier safety regulations. Requires medical exam in accordance with FHWA or FAA regulations. Non-covered safety-sensitive position. Medical exam required. Ability to work in a constant state of alertness and in a safe manner. Part-time. Tuesday-Saturday 7am-11am Approx. Full Benefits. $20.22/ hour. FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",3600 S County Rd 1276,Midland,Texas,United States,US,79706,LAT_LNG,31.9236026,-102.2118342,['External Only'],['4'],['R0002'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Driver,21067399,0,,0,0,0,,PART_TIME,,,,wd_express_driver,2024-02-02,2024-03-02,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAMAFA797113600-S-County-Rd-1276/Delivery-Driver--DOT_RC697562/apply,False,True,True,True,fedex-prod-workday,2024-02-02,2024-02-02,[' Driving Positions'],,"Midland, Texas","Midland, Texas"
29,RC696970,en-us,"['en-us', 'ja-jp', 'th-th', 'vi-vn', 'zh-cn', 'zh-tw']",RC696970,Product Owner,"The Business Product Advisor is responsible for working with cross-functional teams to enhance our current product capabilities, define and design solutions to improve capabilities and execute through implementation. The Product Advisor will also design, build and roll out new products consistent with the company’s vision 1. Bachelor’s Degree in related field preferred and 8 years product management/consultancy experience working with operational systems. 2. Proven track record of managing a successful product through its lifecycle, preferably with hardware/software 3. Strong understanding of logistics systems, including the ability to translate technical capabilities into business features 4. Proven ability within logistics, operations, and project management. 5. Strong problem solving and analytical skills 6. Skilled at working effectively with cross functional teams; strongly collaborative 7. Technical background or orientation 8. Ability to think both strategically and tactically within a dynamic, fast-paced environment Additional Information Posting Date: 2024-02-02 FedEx Logistics provides freight forwarding, as well as import and export services that allow companies to reach markets throughout the world. They help customers of all sizes solve the intricacies of shipping goods globally by providing comprehensive international ocean and air freight forwarding, surface transportation and distribution, customs brokerage, trade and customs advisory services, and advanced e-commerce and trade facilitation solutions. We're glad you stopped by and hope your job search experience with FedEx Logistics, Inc. will be rewarding. We look forward to hearing from you!","Unit No. 7-03, 7th FL, SLN Terminal",Hyderabad,,India,IN,500032,LAT_LNG,17.4523613,78.3629784,"['Internal, External and Cross-OpCo']",['1'],['INP070'],['FedEx Logistics MEISA'],['Exempt'],['Regular'],FedEx Logistics MEISA,FTN: Technical Professional,20449163,0,,0,0,0,,FULL_TIME,,,,wd_trade_networks_apac,2024-02-02,2024-06-06,https://fedex.wd1.myworkdayjobs.com/en-us/FTN_APAC_External/job/FTN-APACINDHYDHYDHyderabad/Product-Owner_RC696970-1/apply,False,True,True,False,fedex-prod-workday,,2024-02-02,[' Information Technology'],,"Hyderabad, India","Hyderabad, India"
30,RC697871,en-us,['en-us'],RC697871,Freight Handler Part-Time,"Starting Rate of Pay: $19.00 / hour POSITION OVERVIEW: Transport freight across dock area to/from trailers for loading to trailers. ESSENTIAL JOB DUTIES/RESPONSIBILITIES: 1. Perform freight handling using appropriate motorized and manual equipment, including but not limited to: forklift, pallet jack and hand truck 2. Verify documentation matches freight description (e.g. type, weight, hazardous materials), using current electronic or manual system 3. Secure freight inside trailers using appropriate tools and supplies (e.g. pallets, straps, rope) 4. Recoup/repair damaged freight when necessary 5. Verify and complete required documentation and reports 6. Assist customers with freight and freight documentation as needed 7. Perform hostling duties if required 8. Comply with all applicable laws/regulations, as well as company policies/procedures 9. Perform other duties as required Disclaimer: This job description is general in nature and is not designed to contain or to be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job. QUALIFICATIONS: • High school diploma or equivalent, preferred • Must be at least 18 years of age • Prior experience in warehousing, freight handling and/or fork lift operations preferred • If hostler/yard mule duties required, experience preferred • Ability to count and perform basic math, with or without a calculator • Basic written and verbal communication skills • Ability to lift/carry hand freight of varying weights several times a week, to lift dock plates weighing approximately 100 pounds, and to open trailer doors requiring approximately 75 pounds of lift force, up to several times per day or more • Ability to bend, twist, squat, pushing/pulling freight throughout shift • Ability to work independently and/or as a team member • Previous dock/warehouse experience preferred WORKING CONDITIONS: • Dock environment; exposure to varied weather conditions, exhaust, fumes, dust, noise • Hours may vary due to operational need • Frequent contact with service center personnel; fast-paced, deadline oriented FedEx Freight is an Equal Opportunity Employer, including disabled and veterans. If you have a disability and you need assistance in order to apply for a position with FedEx Freight, please call 800-888-8252 or e-mail at ADAAssistance@freight.fedex.com. FedEx Freight will not discharge or in any other manner discriminate against any employee or applicant for employment because such employee or applicant has inquired about, discussed, or disclosed the compensation of the employee or applicant or another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.",3391 W Cougar Dr,Grand Island,Nebraska,United States,US,68803-9600,LAT_LNG,40.8562321,-98.3812076,['FXFFH'],['1'],['10161'],['FedEx Freight'],['Non-exempt'],['Regular'],FedEx Freight,FXF: DOCK-SUPDK,19565883,0,,0,0,0,,PART_TIME,,,,wd_freight_part_time,2024-02-02,2024-05-20,https://fedex.wd1.myworkdayjobs.com/en-us/FXF_External_Career_Site/job/FXF-USUSAFXFGRIGrand-Island/Freight-Handler-Part-Time_RC697871-1/apply,False,True,True,True,fedex-prod-workday,2024-02-02,2024-02-02,[' Handler/Dockworker'],,"Grand Island, Nebraska","Grand Island, Nebraska"
31,RC696874,en-us,['en-us'],RC696874,PHXRA Warehouse Package Handler,"Job Duties Provides movement of packages, documents, dangerous goods and/or supply support in a timely, safe and efficient manner through effective scan/load methods. This is a non-driving position (public roadways). Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs and to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Ability to work in a constant state of alertness and in a safe manner. Part-Time AM Tuesday through Saturday between the hours of 0200 - 0800. $17.25/hour Full Benefits after 90 Days, Tuition Reimbursement of $5,250 each year Hours subject to change based on operational needs. Candidates must be able to obtain an airport SIDA and USPS clearance FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",3002 E Old Tower Rd,Phoenix,Arizona,United States,US,85034,LAT_LNG,33.4235063,-112.0157728,['External Only'],['4'],['R0015'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Handler/Dockworker,681384,0,,0,0,0,,PART_TIME,,,,wd_express_non_driver,2024-02-02,2024-05-02,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAPHXR850343002-E-Old-Tower-Rd/PHXRA-Warehouse-Package-Handler_RC696874/apply,False,True,True,False,fedex-prod-workday,,2024-02-02,[' Operations'],,"Phoenix, Arizona","Phoenix, Arizona"
32,RC697536,en-us,['en-us'],RC697536,Warehouse Associate,"Shift: Monday through Friday 2:20pm -11:00pm Guaranteed Hours Job Duties Provides safe and efficient operation of equipment used for the movement of packages/documents/heavyweight, dangerous goods and ULDs. Assists in the buildup/breakdown of pallets containing heavyweight freight. Serves as liaison between company and ULD repair vendor, as required. Performs other duties as assigned. Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs. without assistance from the ground to chest level and to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to walk and stand for designated work hours. Able to bend and squat for designated work hours. Able to maneuver packages above shoulder level. Ability to maneuver packages in enclosed spaces and stack packages above one’s head if required at location. Able to work in all weather conditions if required at work location. Able to climb stairs and ladders if required at work location. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Medical exam required. Ability to work in a constant state of alertness and in a safe manner. Since operating motorized conveyances is required in this job, employee must possess a valid driver's license. Permanent Full Time Warehouse Associate $17.16 per hour & Full Benefits Package Monday through Friday 2:20pm -11:00pm Located near the FDS Airport: CONFIRM that you meet the following job requirements: You are at least 18 years old. You are able to lift 50 pounds. You have lived in the USA for the past 3 years. You have a valid US driver’s license Ability to complete and pass a background check and drug screen. FedEx Express offers: Full Benefits Package - Medical, Dental, Vison & MORE! Company matched 401(k) You contribute 6%, we will match it 8%! $5,250 yr. tuition assistance - Great for college students! Employee Discount Program Vacation/Holiday pay Watch: Package Handler Video FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",47 North John Orr Drive,Sioux Falls,South Dakota,United States,US,57104,LAT_LNG,43.5898358,-96.731267,['External Only'],['2'],['R0049'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Handler/Dockworker,357873,0,,0,0,0,,FULL_TIME,,,,wd_express_non_driver,2024-02-02,2024-03-31,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAFSD5710447-North-John-Orr-Drive/Warehouse-Associate_RC697536/apply,False,True,True,False,fedex-prod-workday,,2024-02-02,[' Operations'],,"Sioux Falls, South Dakota","Sioux Falls, South Dakota"
33,RC696910,en-us,['en-us'],RC696910,Warehouse Package Handler,"Pay:$18.15 hourly Shift: 6:00am -10:00am Monday through Saturday with a weekday and Sunday off. Guaranteed Hours Job Duties Provides movement of packages, documents, dangerous goods and/or supply support in a timely, safe and efficient manner through effective scan/load methods. This is a non-driving position (public roadways). Performs other duties as assigned. Minimum Education None Minimum Experience None Knowledge, Skills and Abilities Able to lift 50 lbs. without assistance from the ground to chest level and ability to maneuver packages of any weight above 50 lbs. using appropriate equipment and/or assistance from another person. Able to walk and stand for designated work hours. Able to bend and squat for designated work hours. Able to maneuver packages above shoulder level. Ability to maneuver packages in enclosed spaces and stack packages above one’s head if required at location. Able to work in all weather conditions if required at work location. Able to climb stairs and ladders if required at work location. Able to successfully complete all basic and re-currency training. The ability to communicate both timely and effectively, in a noisy operations environment, is required. Job Conditions Non-covered safety sensitive position. Ability to work in a constant state of alertness and in a safe manner. 0600-1000 Monday- Saturday with a day off during the week not including Sunday FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",719 Hammond Ferry Dr,Linthicum Heights,Maryland,United States,US,21090,LAT_LNG,39.2236284,-76.66554459999999,['External Only'],['5'],['R0015'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Handler/Dockworker,916555,0,,0,0,0,,PART_TIME,,,,wd_express_non_driver,2024-02-02,2024-02-06,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSABWIA21090719-Hammond-Ferry-Dr/Warehouse-Package-Handler_RC696910/apply,False,True,True,False,fedex-prod-workday,,2024-02-02,[' Operations'],,"Linthicum Heights, Maryland","Linthicum Heights, Maryland"
34,RC697726,en-us,['en-us'],RC697726,Delivery/ Swing Driver/ DOT,"Shift: Monday - Friday 8:00 AM - 6:00 PM Guaranteed Hours To Operate Company Vehicles And Provide Courteous And Efficient Delivery And Pick Up Of Packages; To Check Shipments For Conformance To Fedex Features Of Service; To Provide Coverage For All Assigned Routes Within The Station'S Service Area; To Provide Related Customer Service Functions. High School Diploma/G.E.D. Six (6) Months Courier Experience Preferred. Must Be Able To Demonstrate Area Knowledge. Must Obtain And Maintain A Valid Drivers License In Accorance With Your State Requirements For Type Of Vehicle Assigned And Have Good Driving Record As Outlined In Policy. Ability To Lift 75Lbs. Ability To Maneuver Packages Of Any Weight Above 75Lbs With Appropriate Equipment And/Or Assistance From Another Person. Good Human Relations And Verbal Communication Skills. Thorough Knowledge Of The Station'S Service Area Preferred. Demonstrated Skills In Adaptability, Dependability, And Excellent Courier Methods. Neat Appearance Since Customer Contact Is Required. Must Meet And Maintain The Qualifications As Outlined In The Federal Motor Carrier Safety Regulations. Requires Medical Exam In Accordance With Fmcsa Or Faa Regulations. Note: There Are Specific Requirements For Any Employee That Operates A Company Vehicle. Please Refer To Policy 4-48 For Exact Job Requirements. Full Time. Monday - Friday 8:00 AM - 6:00 PM, hours subject to change according to business needs. Full Benefits. $21.36/ hour. FedEx Express is absolutely, positively your best choice for a career. Are you looking for a company that provides a safe, diverse and rewarding environment where employees have opportunities to grow and succeed? Are you looking for a company that provides benefits, competitive pay and opportunities to develop your skills into a rewarding career? This is who we are and what we do. Come join the team that is recognized consistently among best employers and is the world’s largest express transportation company, providing services to more than 220 countries and territories. Come help us deliver the FedEx Purple Promise by making every customer experience outstanding. We’re excited that your career search has brought you to FedEx. Visit the link below to see more about what it means to join the team at FedEx: https://www.fedex.com/en-us/about/working-at-fedex.htmlFedEx Express is an AA/EEO/Veterans/Disabled Employer FedEx Express prohibits discrimination and harassment against any applicant or employee on the basis of race, color, religion, national origin, citizenship, genetic information, age (except for bona fide occupational qualifications), sex, pregnancy (including childbirth or a related medical condition), disability, sexual orientation, gender identity, gender expression, marital status, military leave or service, status as a disabled veteran or other covered veteran status, participation in EEO protected activity, any other status protected by federal, state, or local law, or association with a person on the basis of one or more of the foregoing. LEARN MORE",3600 S County Rd 1276,Midland,Texas,United States,US,79706,LAT_LNG,31.9236026,-102.2118342,['External Only'],['4'],['R0220'],['FedEx Express'],['Non-exempt'],['Regular'],FedEx Express,FXE-US: Driver,21067399,0,,0,0,0,,FULL_TIME,,,,wd_express_driver,2024-02-02,2024-03-02,https://fedex.wd1.myworkdayjobs.com/en-us/FXE-US_External_Career_Site/job/FXE-USUSAMAFA797113600-S-County-Rd-1276/Delivery--Swing-Driver--DOT_RC697726/apply,False,True,True,True,fedex-prod-workday,2024-02-02,2024-02-02,[' Driving Positions'],,"Midland, Texas","Midland, Texas"
